Year,Month,C_Precip,C_Tmax,C_Tmin,R_Precip,R_Tmax,R_Tmin
1991,12,5.02,53.42,32.1,4.53,55.26,33.23
1992,1,1.95,47.32,28.16,1.57,50.68,30.61
1992,2,3.17,51.69,30.03,2.89,53.34,32
1992,3,3.33,54.55,34.29,5.87,58.71,35.65
1992,4,-999,-999,-999,2.21,70.3,45.27
1992,5,3.28,70.94,50.48,4.95,72.74,50.71
1992,6,4.92,78.27,57.73,2.28,81.8,59.83
1992,7,6.99,88.13,66.39,5.68,89.55,69.35
1992,8,-999,-999,-999,6.4,83.06,64.29
1992,9,7.38,77.1,56.2,2.35,79.77,60.7
1992,10,2.6,66.55,42.39,1.94,68.16,44.35
1992,11,6.75,54.93,37.07,2.62,60.33,40.87
1992,12,4.61,46.52,29,2.79,49.65,32.19
1993,1,4.65,46.74,28.3,4.48,50.32,32.45
1993,2,3.01,45.79,23.71,2.88,48.29,27.18
1993,3,7.88,50.42,30.55,7.24,56.26,35.42
1993,4,4.28,67.43,42.07,3.23,67.97,43.83
1993,5,3.65,77.77,53.65,4.66,79.68,55.65
1993,6,2.24,84.83,59.77,1.75,86.5,63.5
1993,7,3.88,90.77,67.45,1.91,93.97,70.87
1993,8,3.12,87.58,63.65,3.89,89.48,67.48
1993,9,3.27,79.93,55.87,2.97,83,62.03
1993,10,2.43,67.81,43.19,2.23,70.29,46.84
1993,11,5.99,57.27,36.17,3.24,62.13,39.6
1993,12,3.53,45.06,26.48,3.77,47.87,30.06
1994,1,5.13,37.42,17.35,3.1,41.94,24.87
1994,2,4.29,47.79,26.43,4.38,51.25,29.11
1994,3,8.25,57.19,32.58,7.92,60.35,37.39
1994,4,2.01,75.4,46.1,2.7,76.67,49.63
1994,5,2.26,73.48,48.06,2.49,75.29,51
1994,6,2.35,87.4,61.13,1.73,89.47,66.53
1994,7,14.83,87.58,63.1,7.46,90.94,71.32
1994,8,5.15,83.45,57.35,2.54,85.74,65.03
1994,9,3.15,78.77,58.03,3.99,81.17,57.17
1994,10,1.83,68.55,46.32,2.56,69.39,45.77
1994,11,2.08,64.07,42.2,3.99,64.03,41.23
1994,12,1.77,53.19,36.71,0.95,55.61,35.65
1995,1,5,46.58,31.39,3.15,48.77,32.52
1995,2,1.64,46.14,26.71,1.14,48.36,28.89
1995,3,1.79,61.77,38.97,3,62.45,37.87
1995,4,1.81,69.23,44.07,1.98,71.4,44.7
1995,5,6.77,74.97,54.45,4.33,76.77,54.77
1995,6,9.09,79.73,63.27,1.85,83.93,64.2
1995,7,3.62,88.32,67.39,2.89,92.19,69.39
1995,8,1.25,87.87,67.48,2.59,89.74,68
1995,9,3.4,78.77,56.73,3.82,79.5,58.6
1995,10,6.38,71.71,48.97,5.11,73.19,49.03
1995,11,4.04,52.47,33.1,2.87,54.23,34.07
1995,12,2.33,44,25.42,1.71,45.13,26
1996,1,6.6,45.26,24.03,4.65,42.68,25.52
1996,2,3.78,47,26.83,2.97,46.86,28.72
1996,3,3.44,51.94,31.35,2.71,53.71,32.74
1996,4,3.08,70.17,46.17,2.88,69.83,45.87
1996,5,5.11,74.13,53.32,3.18,74.39,55.23
1996,6,5.67,85.27,64.2,4.35,85.77,64.3
1996,7,4.16,85.23,65.55,6.51,85.23,67.45
1996,8,-999,85.2,63.9,4.4,82.97,65.48
1996,9,10.68,77.5,57.7,6.87,79.17,61.03
1996,10,3.19,69.26,47.52,7.18,69.45,48.32
1996,11,2.5,52.8,32.77,3.52,52.7,33.57
1996,12,4.71,49.19,31.68,4.91,52.32,35.16
1997,1,1.96,45.94,25.55,1.93,47.16,28.1
1997,2,2.5,52.86,32.29,3.71,53.14,34.21
1997,3,4.47,61.03,36.52,2.96,61.19,37.94
1997,4,2.13,65.33,41.8,3.94,64.83,42.27
1997,5,1.89,75.87,48.58,1.36,75.42,50.29
1997,6,3.4,82,59.8,2.21,82.5,60.2
1997,7,7.39,88.97,65.35,4.85,88.32,67.32
1997,8,2.33,84.77,62.58,1.41,86.65,64.94
1997,9,7.56,79.03,56.57,0.82,81.43,59.1
1997,10,2.63,69.19,46.74,3.25,70.03,47.84
1997,11,6.61,55.43,36.6,5.33,55.7,37.3
1997,12,2.44,48.61,31.68,2.36,49.1,30.71
1998,1,7.56,49.35,34.23,6.85,51.48,34.94
1998,2,8.02,51.11,34.04,5.76,53.07,35.29
1998,3,6.03,56.84,36.42,6.72,58,38.97
1998,4,3.95,70.67,47.2,4.32,68.77,47.1
1998,5,6.37,77.87,57.03,3.72,76.81,57.9
1998,6,6.13,82.73,62.77,4.41,83.47,64.4
1998,7,1.18,88.32,66.1,2.37,88.45,68.1
1998,8,4.33,87.9,65.68,1.89,89.52,67
1998,9,1.4,87.87,61.67,3.94,85.43,62.87
1998,10,2.23,70.9,49.55,0.47,71.13,48.23
1998,11,1.2,61.47,39.73,1.3,61.83,37.2
1998,12,2.82,54.45,36.03,5,53.32,34.97
1999,1,5.46,48.84,28.29,4.7,52.35,31.48
1999,2,2.29,52.04,30.64,1.47,53.39,30.86
1999,3,4.46,55.35,33.65,4.04,56.1,34.32
1999,4,1.42,70.8,45.93,2.6,69.63,45.73
1999,5,3.43,78.19,53.61,2.75,77.55,53.39
1999,6,0.79,85.1,61.54,6.29,81.8,62.67
1999,7,1.98,92.29,68.68,2.77,89.42,69.84
1999,8,4.37,89.87,65.84,2,88.03,67.77
1999,9,13.84,78.33,58.4,16.6,76.93,59.97
1999,10,2.04,67.48,46.94,2.25,68.23,46.1
1999,11,2.72,66.53,44.87,1.01,64.37,41.3
1999,12,2.64,50.74,32.97,1.72,52.48,32.23
2000,1,2.41,45.26,26.74,3.96,45.33,26.53
2000,2,1.67,54.72,33.17,1.6,54.36,32.03
2000,3,2.58,64.06,41.77,3.67,64.45,39.35
2000,4,4.61,68.03,45.57,4.78,66.93,45.83
2000,5,3.79,79.52,58.19,3.03,79.29,56.71
2000,6,10.89,84.5,64.87,6.07,84.37,66.27
2000,7,3.43,84,63.35,4.05,83.61,65.68
2000,8,3.67,84.35,64.35,8.28,83.77,66.03
2000,9,5.53,77.8,57.1,3.6,76.6,58.43
2000,10,0.01,74.16,50.29,0.01,72.35,46.9
2000,11,-999,-999,-999,1.72,57.03,35.1
2000,12,2.63,40.58,22.77,2.38,42.2,23.68
2001,1,2.21,46.29,28.45,2.06,47.52,26.74
2001,2,1.13,53.68,32.04,2.55,53.11,31.39
2001,3,4.79,55.52,33.94,3.77,55.84,34.61
2001,4,1.24,71.6,46.93,2.14,70.97,45.55
2001,5,3.63,76.13,54.06,2.03,76.45,53.93
2001,6,4.95,83.43,63.07,6.53,84.77,65.07
2001,7,4.4,85.32,62.81,2.73,85.77,64
2001,8,4.54,87.52,66.35,5.08,88.06,68.19
2001,9,4,78.57,55.73,2.14,78.37,57.23
2001,10,1.81,71.52,46.29,0.65,72.26,45.77
2001,11,0.54,66.33,43.83,0.17,66.97,42.1
2001,12,2.23,54.55,36.06,1.67,56.58,35.39
2002,1,1.39,51.32,32.32,3.58,52.26,31.94
2002,2,0.7,54.39,31.61,0.82,55.29,30.14
2002,3,3.92,58.35,35.42,4.48,60.55,37.74
2002,4,3.04,71.9,48.63,2.33,73.03,47.9
2002,5,2.39,76.19,52.65,3.49,77.23,53.52
2002,6,3.16,88.5,63.6,1.56,88.47,63.5
2002,7,5.59,89.71,68.58,1.63,91.35,69
2002,8,2.46,90.16,66.94,3.18,90.29,68.29
2002,9,3.33,81.33,60.27,2.88,81.33,62.27
2002,10,5.77,65.81,48.52,6.09,67.77,52.19
2002,11,5.01,54.63,36.63,4.28,57.53,37.9
2002,12,3.78,44.84,27.97,3.45,47.42,29.58
2003,1,2.73,40.68,22.19,2.18,41.03,25.87
2003,2,7.64,41.89,26.43,4.21,45.11,28.32
2003,3,4.98,60.81,35.71,5.92,61.29,37.87
2003,4,3.69,66.53,44.5,4.38,67.77,46.03
2003,5,8.75,70.35,53.39,8.59,72.16,54.81
2003,6,7.12,79.03,61.33,3.87,81.93,63.53
2003,7,7.52,86.26,66.26,9.25,86.77,68.81
2003,8,7.23,85.61,67.06,4.66,86.65,69.97
2003,9,10.91,76.87,58.2,10.12,79,61.03
2003,10,4.14,67.03,45.71,2.43,68.94,47.16
2003,11,5.32,62.87,42.7,3.39,65,42.67
2003,12,4.52,47.06,29.13,4.28,49.55,29.68
2004,1,1.67,41.87,22.19,1.55,41.77,24.9
2004,2,2.51,46.59,27.93,1.87,48.66,28.69
2004,3,1.74,61.03,37.52,2.22,60.9,38.97
2004,4,3.82,67.57,45.77,3.42,70.1,48.03
2004,5,4.56,81,59.13,3.06,83.65,62.45
2004,6,4.35,80.9,62.47,9.93,83.3,65.73
2004,7,6.34,84.77,66.77,6.42,87.39,69.87
2004,8,2.19,83.65,63.71,9.62,83.97,67.29
2004,9,8.7,78.77,60.03,6.14,79.87,63.27
2004,10,1.16,66.03,49.35,1.95,68.94,51.35
2004,11,4.82,60.27,42.3,3.27,62.47,42.67
2004,12,2.7,48.55,29.42,2.37,52.26,32.39
2005,1,4.26,46.13,28.81,3.42,49.26,30.84
2005,2,1.4,49.86,30.46,1.39,52.25,31.82
2005,3,3.82,51.39,33,3.99,55,35.29
2005,4,3.23,67.23,45.3,2.05,70.47,46.37
2005,5,3.5,71.77,51.55,4.22,74,52.68
2005,6,2.54,83.53,64.47,1.19,86.13,66.23
2005,7,5.98,87.32,69.42,9.28,90.84,72.48
2005,8,4.19,86.74,68.45,2.56,89.87,71.23
2005,9,0.65,83.33,61.3,0.08,87.43,63.67
2005,10,8.17,67.42,50.81,3.74,71.77,52.03
2005,11,4.38,60.6,39.33,3.81,65.03,41.1
2005,12,3.13,43.68,27.94,5.81,48.1,29.13
2006,1,2.51,51.42,34.26,2.89,55.39,34.68
2006,2,2.06,48.21,28.82,1.47,51.07,29.46
2006,3,0.19,58,37.39,0.2,61.9,37.65
2006,4,2.3,72.4,48.47,2.18,72.83,47.47
2006,5,1.69,75.1,52.94,3.24,77.48,53.29
2006,6,8.42,83.5,63.3,7.85,84.67,65.13
2006,7,1.67,87.39,68.55,4.57,91.45,71.48
2006,8,3.31,90.65,67.97,5.99,90.9,70.39
2006,9,7.28,74.47,57.4,9.52,78.73,61.1
2006,10,8.18,65.35,46.29,6.12,70.35,49.16
2006,11,6.58,60.33,41.73,6.67,63.33,43.97
2006,12,2.07,54.77,36.35,1.42,58.55,35.97
2007,1,2.5,48.68,32.13,3.46,53.06,33.9
2007,2,2.64,40.29,22.93,2.06,45.39,25.54
2007,3,3.44,61.63,37.6,2.66,64.32,39.13
2007,4,3.69,62.57,43.9,3.62,69.03,45.23
2007,5,2.36,77.06,55.16,3.69,78.42,56.45
2007,6,4.35,83.8,63.63,5.22,86.53,65.03
2007,7,2.9,86.23,65.9,1.69,89.87,67.48
2007,8,3.43,89.23,68.23,6.81,90.94,69.87
2007,9,0.69,83.53,59.97,1.11,84.27,60.83
2007,10,5.22,75.87,54.52,3.54,78.06,55.71
2007,11,0.71,57.37,38.37,0.8,60.53,38.4
2007,12,2.68,48.97,33.55,3.24,52.35,35.55
2008,1,1.04,45.81,27.77,0.96,49.84,30.13
2008,2,2.86,49.48,30.31,3.41,54.45,32.59
2008,3,3.58,57.87,35.74,3.5,63,38.81
2008,4,-999,-999,-999,8.32,69.8,49.17
2008,5,4.93,73.87,52.26,5.1,77.16,53.77
2008,6,2.11,88.83,65.63,3.64,91.4,66.5
2008,7,6.61,88.13,67.13,4.05,89.71,68.52
2008,8,5.78,86.52,64.71,5.73,88.03,66.42
2008,9,4.87,77.97,60.33,5.94,81.13,62.7
2008,10,2.14,67.1,46.58,1.32,70.26,47.26
2008,11,2.96,53.87,37.27,3.51,58,39.73
2008,12,3.63,46.9,30.61,4.07,54.32,34.74
2009,1,2.09,40.32,23.81,1.49,44.45,26
2009,2,0.82,50.71,28.75,0.74,53.93,30.43
2009,3,2.87,54.61,35,4.26,56.87,36.61
2009,4,3.32,67.77,45.97,2.56,70.63,47.07
2009,5,6.63,73.45,55.48,3.71,78.42,57.87
2009,6,5.13,82.13,64,4.32,85.03,65.97
2009,7,4.88,82.74,64.13,3.39,87.39,66.61
2009,8,2.51,86.74,67.42,4.04,89.45,70.32
2009,9,4.44,76.13,58.9,2.46,79.6,60.27
2009,10,3.47,65.68,47.13,3.59,68.84,49.06
2009,11,7.41,59.4,43.43,9.6,62.13,43.83
2009,12,8.7,44.03,28.42,8.16,47.94,30.77
2010,1,5.24,41.55,26.58,3.6,45.13,26.9
2010,2,3.89,40.89,25.43,2.82,43.64,26.89
2010,3,5.13,59.06,40.94,6.17,62.77,41.03
2010,4,1.35,74.5,48.5,1.59,75.97,48.5
2010,5,3.43,77.71,56.58,2.62,80.81,59.68
2010,6,1.8,89.67,67.63,0.82,92.2,70.03
2010,7,1.84,92.39,69.87,1.19,94.81,70.71
2010,8,2.76,87.58,67.81,3.92,89.87,69.94
2010,9,5.05,86.73,59.7,6.49,86.6,62.53
2010,10,3.48,70.55,50.1,2.14,72.58,49.65
2010,11,3.38,58.87,38.17,1.27,61.07,38.83
2010,12,2.5,38.16,24.84,3.26,41.42,25.13
2011,1,0.97,41.23,25.06,2.48,42.84,25.87
2011,2,1.51,51.39,30.46,2.09,56.54,33.11
2011,3,6.83,56.87,35.26,4.28,58.9,38.42
2011,4,4.2,68.97,47.73,2.63,73.6,49.9
2011,5,6.15,75.32,57.03,4.35,80.03,58.23
2011,6,3.82,86.07,65.5,3.03,88.9,67.17
2011,7,3.48,90.35,70.06,3.63,92.81,71.13
2011,8,3.49,86.94,67.03,7.1,89.45,68.35
2011,9,7.96,76.5,61.1,8.95,80.6,64.47
2011,10,6.03,66.52,47.87,2.79,69.26,49.35
2011,11,3.42,61.97,41.1,4.18,64.97,41.93
2011,12,5.11,51.94,35.39,2.03,57.06,35.52
2012,1,2.67,47.68,29.68,1.73,53.45,31.84
2012,2,1.97,53.52,33.69,3.22,56,33.41
2012,3,4.42,68.19,44.32,2.51,69.87,46.65
2012,4,1.96,68,45.17,2.4,70.38,46.83
2012,5,-999,74.36,57.36,-999,81.33,59.67
2012,6,-999,-999,-999,-999,-999,-999
2012,7,-999,-999,-999,-999,-999,-999
2012,8,-999,-999,-999,-999,-999,-999
2012,9,-999,-999,-999,-999,-999,-999
2012,10,-999,-999,-999,-999,-999,-999
2012,11,-999,-999,-999,-999,-999,-999
2012,12,-999,-999,-999,-999,-999,-999
